"From","Media Type","Created","Content","Conversation Title","IsSender","Created(microseconds)","MainFrom","app","person"
"","TEXT","2019-07-11 06:29:47 UTC","","",TRUE,1562826587226,"C","sp","f"
"","TEXT","2019-07-11 06:29:41 UTC","","",TRUE,1562826581390,"C","sp","f"
"","TEXT","2019-07-11 06:29:30 UTC","","",FALSE,1562826570557,"C","sp","f"
"","TEXT","2019-04-11 20:58:00 UTC","","",TRUE,1555016280575,"C","sp","f"
"","TEXT","2019-04-11 20:57:52 UTC","","",FALSE,1555016272967,"C","sp","f"
"","TEXT","2019-04-11 20:56:43 UTC","","",TRUE,1555016203298,"C","sp","f"
"","TEXT","2019-04-11 20:56:36 UTC","","",TRUE,1555016196936,"C","sp","f"
"","TEXT","2023-05-27 20:45:50 UTC","","",TRUE,1685220350686,"D","sp","f"
"","TEXT","2023-03-09 18:31:21 UTC","","",FALSE,1678386681355,"D","sp","f"
"","TEXT","2023-03-09 18:30:27 UTC","","",TRUE,1678386627036,"D","sp","f"
"","TEXT","2023-03-09 18:29:44 UTC","","",FALSE,1678386584604,"D","sp","f"
"","TEXT","2023-02-21 13:27:22 UTC","","",TRUE,1676986042131,"D","sp","f"
"","TEXT","2023-02-21 13:27:17 UTC","","",TRUE,1676986037343,"D","sp","f"
"","TEXT","2023-02-21 10:24:14 UTC","","",FALSE,1676975054026,"D","sp","f"
"","TEXT","2023-02-21 09:21:02 UTC","","",TRUE,1676971262854,"D","sp","f"
"","TEXT","2023-02-21 09:20:39 UTC","","",TRUE,1676971239668,"D","sp","f"
"","TEXT","2023-02-21 09:20:25 UTC","","",TRUE,1676971225763,"D","sp","f"
"","TEXT","2023-02-10 21:20:11 UTC","","",FALSE,1676064011798,"D","sp","f"
"","TEXT","2023-02-10 21:20:09 UTC","","",FALSE,1676064009849,"D","sp","f"
"","TEXT","2023-02-10 21:19:57 UTC","","",TRUE,1676063997033,"D","sp","f"
"","TEXT","2023-02-10 21:19:46 UTC","","",TRUE,1676063986462,"D","sp","f"
"","TEXT","2023-02-10 21:18:03 UTC","","",FALSE,1676063883474,"D","sp","f"
"","TEXT","2023-02-10 21:17:43 UTC","","",FALSE,1676063863150,"D","sp","f"
"","TEXT","2023-02-10 21:17:37 UTC","","",FALSE,1676063857875,"D","sp","f"
"","TEXT","2023-02-10 21:17:23 UTC","","",TRUE,1676063843279,"D","sp","f"
"","TEXT","2023-02-10 21:17:10 UTC","","",TRUE,1676063830794,"D","sp","f"
"","TEXT","2023-01-17 08:07:06 UTC","","",TRUE,1673942826700,"D","sp","f"
"","TEXT","2023-01-17 08:07:02 UTC","","",TRUE,1673942822961,"D","sp","f"
"","TEXT","2023-01-14 09:23:32 UTC","","",TRUE,1673688212570,"D","sp","f"
"","TEXT","2023-01-04 16:13:53 UTC","","",TRUE,1672848833754,"D","sp","f"
"","TEXT","2023-01-04 16:13:50 UTC","","",TRUE,1672848830638,"D","sp","f"
"","TEXT","2022-05-24 14:40:39 UTC","","",FALSE,1653403239479,"D","sp","f"
"","TEXT","2022-05-24 14:39:39 UTC","","",TRUE,1653403179614,"D","sp","f"
"","MEDIA","2022-05-24 14:28:52 UTC","","",FALSE,1653402532914,"D","sp","f"
"","TEXT","2022-05-24 14:28:27 UTC","","",TRUE,1653402507358,"D","sp","f"
